state,action,reward,next_state
208,1,0,288
288,2,1,321
315,1,0,316
316,1,-2,321
253,2,0,321
93,2,1,321
218,2,-2,321
180,2,-1,321
165,1,0,245
245,2,1,321
87,2,-2,321
84,2,-2,321
293,2,1,321
154,2,-2,321
122,1,0,302
302,2,1,321
216,1,0,256
256,2,1,321
136,2,1,321
126,2,1,321
285,2,1,321
49,2,-2,321
298,1,-2,321
232,1,-2,321
248,2,0,321
168,1,0,248
248,1,-2,321
270,1,-2,321
205,1,0,206
206,2,1,321
222,1,0,242
242,1,0,302
302,1,-2,321
124,2,1,321
140,2,-1,321
258,2,1,321
268,2,1,321
258,1,0,278
278,1,-2,321
77,1,0,254
254,1,-2,321
158,1,0,298
298,1,-2,321
63,2,-2,321
47,2,-2,321
222,1,-2,321
73,1,0,226
226,1,-2,321
45,2,1,321
132,2,-2,321
134,1,0,294
294,2,1,321
274,1,-2,321
212,1,0,272
272,1,-2,321
271,1,0,212
212,2,-2,321
262,1,-2,321
200,1,-1,321
317,2,1,321
192,2,-2,321
317,1,0,218
218,2,-2,321
184,1,-2,321
190,1,-2,321
99,2,1,321
73,2,-2,321
214,1,0,254
254,2,1,321
230,1,-2,321
262,1,-2,321
65,2,-2,321
93,1,0,226
226,1,-2,321
138,2,1,321
317,1,0,278
278,1,-2,321
238,1,0,258
258,1,-2,321
309,2,1,321
152,1,0,192
192,1,-2,321
174,1,0,194
194,2,-2,321
202,2,1,321
188,1,-2,321
208,2,-2,321
128,2,1,321
210,1,-2,321
178,1,0,198
198,1,-2,321
198,2,-2,321
207,2,-2,321
233,1,0,234
234,1,-2,321
258,1,-2,321
286,1,-2,321
118,2,-2,321
120,1,0,320
320,2,2,321
170,2,1,321
248,1,-2,321
298,2,-2,321
292,2,1,321
248,2,0,321
162,1,0,242
242,1,-2,321
177,1,0,217
217,2,-2,321
99,1,0,218
218,1,0,238
238,1,-2,321
298,2,1,321
191,1,0,192
192,2,-2,321
317,1,0,178
178,1,-2,321
278,2,1,321
218,2,-2,321
298,2,-2,321
68,2,-2,321
202,1,-2,321
132,1,-2,321
94,1,0,248
248,1,-2,321
72,2,-2,321
203,2,1,321
118,1,0,238
238,2,-2,321
273,2,1,321
286,2,1,321
214,1,-2,321
218,1,-2,321
182,1,-2,321
198,1,0,238
238,2,-2,321
285,1,0,286
286,2,1,321
157,2,-2,321
180,1,0,240
240,1,0,320
320,2,2,321
138,2,-2,321
296,2,-2,321
75,1,0,95
95,1,0,130
130,2,-2,321
163,1,0,164
164,2,1,321
298,1,-2,321
172,1,0,212
212,1,-2,321
73,1,0,126
126,1,-2,321
110,2,1,321
150,1,-2,321
165,1,0,185
185,2,-2,321
81,1,0,281
281,2,1,321
104,2,-2,321
93,2,-2,321
309,1,0,130
130,2,-2,321
288,1,-2,321
252,2,1,321
73,1,0,246
246,1,-2,321
91,2,-2,321
269,2,-2,321
100,1,0,260
260,1,-1,321
122,2,1,321
319,2,2,321
188,2,1,321
124,2,-2,321
118,1,0,198
198,1,0,238
238,1,0,318
318,1,-2,321
226,1,0,246
246,2,1,321
315,1,0,136
136,1,0,316
316,1,-2,321
188,2,-2,321
182,1,-2,321
301,1,0,162
162,1,-2,321
248,2,0,321
191,1,0,172
172,2,-2,321
277,2,1,321
120,2,-1,321
238,2,-2,321
260,2,-1,321
206,1,-2,321
276,1,-2,321
211,2,-2,321
128,1,0,268
268,1,0,308
308,1,-2,321
255,1,0,156
156,1,0,256
256,1,0,296
296,2,1,321
108,2,1,321
261,2,-2,321
247,2,-2,321
299,1,0,260
260,2,-1,321
294,2,1,321
73,2,1,321
303,1,0,144
144,2,-2,321
286,2,1,321
108,2,-2,321
178,2,-2,321
313,2,1,321
99,1,0,258
258,1,-2,321
238,2,-2,321
197,1,0,317
317,2,1,321
158,1,0,298
298,1,-2,321
258,1,0,318
318,1,-2,321
142,1,-2,321
66,1,0,232
232,1,-2,321
209,2,1,321
87,2,-2,321
300,1,0,320
320,1,-1,321
298,1,-2,321
147,1,0,307
307,2,1,321
180,1,0,260
260,1,0,320
320,2,2,321
192,1,-2,321
124,2,-2,321
156,1,-2,321
298,1,-2,321
178,1,-2,321
152,2,-2,321
278,2,-2,321
319,2,2,321
151,1,0,231
231,2,1,321
174,2,-2,321
284,1,-2,321
258,2,0,321
178,1,0,298
298,2,0,321
198,1,-2,321
242,1,-2,321
157,2,-2,321
216,2,-2,321
197,2,1,321
200,1,0,260
260,1,-1,321
184,2,-2,321
118,1,0,278
278,2,-2,321
162,1,0,242
242,1,-2,321
186,1,0,266
266,2,1,321
128,1,0,148
148,1,0,288
288,1,-2,321
212,2,1,321
162,2,-2,321
138,1,0,298
298,2,1,321
83,1,0,166
166,2,1,321
118,2,-2,321
136,1,0,156
156,2,-2,321
252,2,-2,321
75,1,0,190
190,1,0,250
250,2,1,321
92,1,0,284
284,1,-2,321
178,1,-2,321
178,1,0,258
258,1,0,298
298,1,-2,321
130,2,-2,321
188,2,-2,321
277,2,0,321
196,1,0,296
296,1,-2,321
81,1,0,222
222,1,-2,321
104,2,-2,321
240,1,-1,321
238,1,-2,321
186,1,0,226
226,2,0,321
300,1,-1,321
143,1,0,263
263,2,1,321
294,2,1,321
197,2,-2,321
234,1,0,254
254,1,0,294
294,2,-2,321
178,2,-2,321
104,2,1,321
162,2,-2,321
234,1,-2,321
274,2,1,321
220,2,-1,321
305,2,1,321
157,1,0,217
217,2,-2,321
158,2,1,321
184,2,-2,321
88,2,-2,321
138,1,0,178
178,1,-2,321
184,2,-2,321
122,1,-2,321
272,2,0,321
198,1,0,218
218,2,-2,321
91,1,0,282
282,1,-2,321
87,2,1,321
230,2,-2,321
188,1,-2,321
59,2,-2,321
258,1,0,318
318,1,-2,321
238,1,-2,321
311,1,0,172
172,1,0,212
212,2,1,321
278,1,-2,321
116,2,1,321
217,2,-2,321
158,2,-2,321
49,2,-2,321
274,2,1,321
160,2,-1,321
158,1,0,318
318,1,-2,321
102,1,0,302
302,2,1,321
178,1,-2,321
59,1,0,118
118,1,0,298
298,2,1,321
315,1,0,156
156,1,0,316
316,2,1,321
278,2,-2,321
225,2,1,321
264,2,1,321
73,1,0,186
186,2,-2,321
296,2,1,321
238,2,-2,321
277,1,0,158
158,1,-2,321
198,2,1,321
300,2,-1,321
128,2,-2,321
83,2,1,321
80,2,-1,321
83,2,-2,321
100,2,-1,321
274,1,-2,321
298,1,-2,321
278,1,-2,321
104,1,0,264
264,2,1,321
156,1,0,236
236,2,-2,321
278,1,-2,321
258,2,1,321
298,2,0,321
69,1,0,257
257,2,-2,321
292,2,1,321
290,2,1,321
244,2,1,321
300,1,-1,321
91,1,0,282
282,1,-2,321
258,2,-2,321
73,2,1,321
158,1,0,198
198,2,-2,321
178,2,1,321
224,1,-2,321
158,2,-2,321
286,2,1,321
278,1,-2,321
212,1,-2,321
197,1,0,257
257,2,1,321
252,1,-2,321
264,2,0,321
74,2,1,321
234,2,-2,321
195,2,-2,321
158,2,-2,321
286,1,-2,321
298,1,-2,321
118,1,0,298
298,1,-2,321
128,1,0,308
308,2,1,321
218,1,-2,321
248,2,-2,321
182,2,-2,321
265,1,0,206
206,2,-2,321
55,2,-2,321
279,2,-1,321
262,1,0,302
302,1,-2,321
280,2,2,321
268,2,1,321
246,2,1,321
240,1,0,280
280,2,2,321
92,1,0,224
224,2,-2,321
258,2,-2,321
138,2,-2,321
258,1,0,318
318,1,-2,321
199,1,0,239
239,1,0,240
240,2,-1,321
166,1,0,206
206,2,-2,321
40,2,2,321
59,1,0,118
118,1,0,158
158,1,0,198
198,1,0,318
318,1,-2,321
110,2,-2,321
294,2,1,321
309,2,0,321
122,1,-2,321
232,2,1,321
178,1,-2,321
282,1,-2,321
232,2,1,321
298,1,-2,321
226,1,-2,321
197,1,0,217
217,1,0,218
218,1,0,298
298,2,1,321
268,2,1,321
155,2,-2,321
235,2,-2,321
210,2,-2,321
176,1,-2,321
286,1,-2,321
289,1,0,130
130,1,0,250
250,1,-2,321
50,2,-1,321
198,2,1,321
317,2,1,321
194,2,-2,321
135,2,1,321
254,2,-2,321
317,1,0,258
258,2,1,321
194,2,-2,321
237,1,0,297
297,1,0,258
258,1,-2,321
158,2,-2,321
85,1,0,170
170,1,0,250
250,2,1,321
142,1,-2,321
178,1,0,278
278,2,0,321
202,2,-2,321
126,2,1,321
138,1,0,218
218,1,0,278
278,1,-2,321
238,2,1,321
108,1,0,208
208,2,-2,321
291,2,1,321
158,1,-2,321
261,2,1,321
230,1,-2,321
198,1,0,238
238,2,-2,321
132,2,1,321
45,1,0,75
75,1,0,250
250,2,-2,321
300,2,2,321
286,1,0,306
306,2,1,321
202,2,1,321
45,2,1,321
175,1,0,176
176,2,-2,321
198,1,-2,321
124,2,-2,321
55,2,-2,321
132,1,0,192
192,2,-2,321
218,2,-2,321
292,1,-2,321
238,2,-2,321
188,2,-2,321
258,1,-2,321
292,2,1,321
294,2,1,321
79,2,-2,321
182,1,-2,321
158,2,1,321
79,2,-2,321
298,2,0,321
315,2,1,321
282,2,1,321
93,2,-2,321
186,1,-2,321
246,2,1,321
92,2,-2,321
79,2,-2,321
66,1,0,251
251,1,0,132
132,2,-2,321
138,2,-2,321
158,1,-2,321
227,2,0,321
267,2,-2,321
278,1,0,298
298,2,0,321
294,2,1,321
118,2,-2,321
178,2,-2,321
282,2,-2,321
138,2,-2,321
79,2,-2,321
59,2,-2,321
264,1,0,284
284,1,-2,321
313,2,1,321
250,1,-2,321
300,1,-1,321
317,1,0,258
258,2,0,321
100,2,-1,321
298,1,-2,321
182,2,1,321
138,1,-2,321
240,2,2,321
301,2,1,321
305,2,1,321
203,2,1,321
178,1,0,258
258,1,0,278
278,1,-2,321
292,2,1,321
89,2,-2,321
228,1,-2,321
238,1,-2,321
188,1,-2,321
236,1,-2,321
89,1,0,118
118,1,0,198
198,1,-2,321
237,1,0,297
297,1,0,218
218,1,0,238
238,1,0,278
278,1,-2,321
300,1,-1,321
311,1,0,172
172,1,-2,321
298,2,1,321
290,2,-2,321
256,1,-2,321
258,1,0,318
318,2,1,321
104,1,0,244
244,2,1,321
198,1,0,318
318,1,-2,321
70,2,-1,321
196,2,-2,321
132,1,0,252
252,2,-2,321
294,2,1,321
269,2,-2,321
234,2,1,321
202,2,1,321
132,2,-2,321
182,2,1,321
241,1,0,222
222,2,-2,321
158,1,-2,321
118,2,-2,321
192,1,-2,321
200,2,-1,321
49,1,0,178
178,1,-2,321
196,1,-2,321
91,1,0,242
242,1,-2,321
162,1,0,282
282,2,1,321
69,1,0,238
238,2,-2,321
237,1,0,218
218,2,-2,321
177,1,0,178
178,2,-2,321
252,2,1,321
311,2,1,321
164,1,0,264
264,1,-2,321
276,2,0,321
198,1,0,258
258,2,1,321
178,1,0,298
298,1,-2,321
280,1,0,300
300,2,2,321
258,1,-2,321
186,1,0,206
206,1,-2,321
176,1,0,296
296,2,0,321
258,2,-2,321
164,1,0,184
184,2,1,321
148,2,-2,321
118,2,-2,321
237,1,0,138
138,1,0,258
258,1,-2,321
198,2,-2,321
138,2,1,321
270,1,-2,321
138,2,-2,321
305,1,0,246
246,2,-2,321
82,2,1,321
198,1,0,298
298,1,-2,321
298,2,0,321
142,2,-2,321
70,1,0,259
259,2,-1,321
87,1,0,114
114,1,0,214
214,2,-2,321
120,1,0,160
160,2,-1,321
122,1,-2,321
134,2,-2,321
158,1,-2,321
286,1,-2,321
202,2,-2,321
150,1,0,190
190,1,0,250
250,2,-2,321
284,2,1,321
218,2,-2,321
124,2,-2,321
290,2,-2,321
74,2,-2,321
158,1,0,178
178,1,-2,321
185,2,1,321
298,1,-2,321
216,2,1,321
290,2,1,321
88,2,-2,321
158,2,-2,321
216,2,-2,321
218,2,1,321
130,2,-2,321
58,1,0,116
116,2,1,321
144,1,0,184
184,2,-2,321
158,1,0,238
238,1,-2,321
198,1,-2,321
187,1,0,247
247,2,-2,321
190,1,0,310
310,1,-2,321
280,1,-1,321
213,2,-2,321
286,2,1,321
132,2,-2,321
198,1,0,238
238,1,-2,321
220,2,-1,321
225,2,0,321
99,1,0,158
158,1,0,298
298,2,0,321
238,1,-2,321
118,1,0,318
318,2,1,321
198,2,-2,321
82,1,0,244
244,1,-2,321
82,1,0,224
224,1,-2,321
284,1,-2,321
271,1,0,192
192,1,-2,321
158,1,0,278
278,1,-2,321
182,1,-2,321
63,1,0,226
226,2,1,321
218,1,-2,321
228,2,-2,321
55,1,0,190
190,1,-2,321
185,1,0,205
205,1,0,245
245,1,0,246
246,1,0,306
306,1,-2,321
162,1,-2,321
158,1,-2,321
234,2,1,321
309,1,0,310
310,1,-2,321
140,1,0,160
160,1,0,260
260,2,0.5,321
132,1,-2,321
178,2,-2,321
208,1,-2,321
94,2,1,321
217,1,0,218
218,1,-2,321
138,2,1,321
98,1,0,176
176,1,-2,321
152,1,0,292
292,1,-2,321
71,2,-2,321
112,2,-2,321
238,1,-2,321
178,2,-2,321
198,2,-2,321
128,2,1,321
298,1,-2,321
88,1,0,276
276,1,-2,321
59,2,-2,321
172,2,1,321
158,1,0,198
198,2,-2,321
69,1,0,238
238,1,-2,321
148,2,-2,321
152,1,0,292
292,2,1,321
59,1,0,178
178,1,-2,321
140,2,-1,321
311,2,1,321
307,2,1,321
298,1,-2,321
130,1,0,170
170,1,0,210
210,2,-2,321
158,2,-2,321
148,2,1,321
317,2,1,321
163,1,0,164
164,1,-2,321
222,2,-2,321
170,2,1,321
134,1,-2,321
278,2,0,321
83,1,0,186
186,1,0,206
206,2,1,321
146,2,-2,321
217,1,0,138
138,2,-2,321
69,2,-2,321
178,2,-2,321
193,2,-2,321
240,2,-1,321
234,1,0,294
294,2,-2,321
188,1,-2,321
39,1,0,197
197,2,1,321
89,1,0,118
118,1,0,298
298,2,1,321
150,1,0,250
250,1,-2,321
130,1,0,270
270,2,1,321
226,1,-2,321
160,1,0,280
280,1,-1,321
296,2,1,321
81,2,1,321
88,2,1,321
201,1,0,202
202,1,-2,321
59,2,-2,321
79,2,-2,321
120,1,0,200
200,2,2,321
148,2,-2,321
138,1,0,198
198,2,1,321
274,2,1,321
224,2,-2,321
218,1,0,318
318,1,-2,321
257,1,0,317
317,2,1,321
138,1,0,298
298,1,-2,321
162,1,0,302
302,1,-2,321
170,1,0,270
270,1,-2,321
226,1,-2,321
86,1,0,192
192,1,0,292
292,2,1,321
200,2,-1,321
138,2,-2,321
162,1,-2,321
136,2,-2,321
298,2,1,321
186,1,0,246
246,1,-2,321
118,1,0,158
158,2,-2,321
39,1,0,178
178,2,1,321
128,1,-2,321
78,1,0,256
256,1,0,296
296,2,1,321
212,2,-2,321
168,1,-2,321
138,1,0,238
238,1,0,258
258,1,-2,321
278,2,-2,321
108,2,1,321
307,1,0,308
308,2,1,321
271,1,0,212
212,2,-2,321
311,2,1,321
258,1,-2,321
145,1,0,285
285,1,0,305
305,2,0,321
238,2,0,321
128,1,0,168
168,2,-2,321
248,1,-2,321
218,1,-2,321
286,1,-2,321
69,2,-2,321
118,1,0,178
178,1,0,318
318,2,1,321
198,2,-2,321
49,2,-2,321
57,1,0,214
214,1,0,294
294,1,-2,321
268,1,0,288
288,1,-2,321
118,2,-2,321
76,2,1,321
298,1,-2,321
240,1,-1,321
85,1,0,250
250,2,1,321
87,2,-2,321
170,2,-2,321
200,2,-1,321
260,1,-1,321
284,1,-2,321
158,2,-2,321
134,1,-2,321
197,1,0,237
237,1,0,138
138,1,0,198
198,1,-2,321
46,1,0,76
76,2,-2,321
96,2,-2,321
158,2,-2,321
59,1,0,158
158,1,-2,321
258,1,-2,321
311,1,0,312
312,1,-2,321
138,2,-2,321
132,2,-2,321
317,2,1,321
286,1,-2,321
140,2,-1,321
57,2,-2,321
198,1,0,298
298,2,0,321
193,2,-2,321
162,1,0,242
242,1,-2,321
128,1,0,188
188,2,-2,321
138,2,-2,321
93,1,0,305
305,2,1,321
270,1,0,290
290,2,1,321
182,1,-2,321
230,2,1,321
230,2,1,321
248,1,-2,321
120,2,-1,321
124,2,1,321
198,2,1,321
85,2,1,321
300,1,0,320
320,1,-1,321
99,2,-2,321
148,1,-2,321
78,1,0,176
176,2,-2,321
68,2,-2,321
118,1,0,138
138,1,0,238
238,1,-2,321
128,2,1,321
162,2,-2,321
187,1,0,267
267,2,0,321
218,1,0,278
278,1,-2,321
122,2,-2,321
290,1,0,310
310,2,0,321
178,1,-2,321
253,1,0,174
174,1,0,234
234,2,0,321
248,2,1,321
169,1,0,249
249,2,1,321
258,2,-2,321
214,2,-2,321
31,2,-2,321
102,1,0,302
302,2,1,321
122,1,0,222
222,1,0,282
282,1,-2,321
238,2,-2,321
166,2,-2,321
79,2,-2,321
258,2,1,321
67,1,0,234
234,2,1,321
70,2,-1,321
294,1,0,314
314,1,-2,321
126,1,0,246
246,2,-2,321
176,1,-2,321
210,2,-2,321
290,2,1,321
278,2,1,321
79,1,0,198
198,1,-2,321
218,2,-2,321
148,2,-2,321
297,2,1,321
176,2,-2,321
170,1,0,230
230,2,-2,321
184,2,1,321
278,2,-2,321
148,2,1,321
41,2,-2,321
254,2,0,321
183,2,1,321
158,1,0,298
298,1,-2,321
